timestamp,test_name,duration,cpu_usage_avg,cpu_usage_max,memory_usage_avg,memory_usage_max,gpu_usage_avg,gpu_usage_max,gpu_memory_avg,gpu_memory_max,gpu_temperature_avg,gpu_temperature_max,operations_per_second,memory_efficiency,error_count,success_rate
2025-05-28T10:41:19.252905,基本演算ベンチマーク,1.8819036483764648,16.169999999999998,31.5,43.97,44.0,20.0,26.0,11.74609375,11.787109375,55.0,55.0,526063.0643094198,43.97,0,100.0
2025-05-28T10:41:30.089603,メモリ操作ベンチマーク,8.8347909450531,15.15,27.8,44.900000000000006,45.5,13.7,20.0,11.7158203125,11.806640625,56.0,56.0,45.27554782990916,44.900000000000006,0,100.0
2025-05-28T10:41:32.101298,統計解析ベンチマーク,0.007020473480224609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42732.16056510222,0.0,0,100.0
2025-05-28T10:41:38.029876,GPU演算ベンチマーク,3.9275918006896973,8.35,15.3,43.68,43.7,34.5,51.0,14.5146484375,14.55078125,57.0,58.0,763.8268313609349,14.5146484375,0,100.0
